指标名称,水泥价格指数:全国,房地产开发投资完成额:累计值,水泥:产量:累计值,水泥:销量:累计值,水泥:库存比年初增长,产量:水泥:北京:当月值,产量:水泥:天津:当月值,产量:水泥:河北:当月值,产量:水泥:山西:当月值,产量:水泥:内蒙古:当月值,产量:水泥:辽宁:当月值,产量:水泥:吉林:当月值,产量:水泥:黑龙江:当月值,产量:水泥:上海:当月值,产量:水泥:江苏:当月值,产量:水泥:浙江:当月值,产量:水泥:安徽:当月值,产量:水泥:福建:当月值,产量:水泥:江西:当月值,产量:水泥:山东:当月值,产量:水泥:河南:当月值,产量:水泥:湖北:当月值,产量:水泥:湖南:当月值,产量:水泥:广东:当月值,产量:水泥:广西:当月值,产量:水泥:海南:当月值,产量:水泥:重庆:当月值,产量:水泥:四川:当月值,产量:水泥:贵州:当月值,产量:水泥:云南:当月值,产量:水泥:西藏:当月值,产量:水泥:陕西:当月值,产量:水泥:甘肃:当月值,产量:水泥:青海:当月值,产量:水泥:宁夏:当月值,产量:水泥:新疆:当月值,产量:水泥熟料:北京:当月值,产量:水泥熟料:天津:当月值,产量:水泥熟料:河北:当月值,产量:水泥熟料:山西:当月值,产量:水泥熟料:内蒙古:当月值,产量:水泥熟料:辽宁:当月值,产量:水泥熟料:吉林:当月值,产量:水泥熟料:黑龙江:当月值,产量:水泥熟料:上海:当月值,产量:水泥熟料:江苏:当月值,产量:水泥熟料:浙江:当月值,产量:水泥熟料:安徽:当月值,产量:水泥熟料:福建:当月值,产量:水泥熟料:江西:当月值,产量:水泥熟料:山东:当月值,产量:水泥熟料:河南:当月值,产量:水泥熟料:湖北:当月值,产量:水泥熟料:湖南:当月值,产量:水泥熟料:广东:当月值,产量:水泥熟料:广西:当月值,产量:水泥熟料:海南:当月值,产量:水泥熟料:重庆:当月值,产量:水泥熟料:四川:当月值,产量:水泥熟料:贵州:当月值,产量:水泥熟料:云南:当月值,产量:水泥熟料:西藏:当月值,产量:水泥熟料:陕西:当月值,产量:水泥熟料:甘肃:当月值,产量:水泥熟料:青海:当月值,产量:水泥熟料:宁夏:当月值,产量:水泥熟料:新疆:当月值,产量:窑外分解窑水泥熟料:北京:当月值,产量:窑外分解窑水泥熟料:天津:当月值,产量:窑外分解窑水泥熟料:河北:当月值,产量:窑外分解窑水泥熟料:山西:当月值,产量:窑外分解窑水泥熟料:内蒙古:当月值,产量:窑外分解窑水泥熟料:辽宁:当月值,产量:窑外分解窑水泥熟料:吉林:当月值,产量:窑外分解窑水泥熟料:黑龙江:当月值,产量:窑外分解窑水泥熟料:上海:当月值,产量:窑外分解窑水泥熟料:江苏:当月值,产量:窑外分解窑水泥熟料:浙江:当月值,产量:窑外分解窑水泥熟料:安徽:当月值,产量:窑外分解窑水泥熟料:福建:当月值,产量:窑外分解窑水泥熟料:江西:当月值,产量:窑外分解窑水泥熟料:山东:当月值,产量:窑外分解窑水泥熟料:河南:当月值,产量:窑外分解窑水泥熟料:湖北:当月值,产量:窑外分解窑水泥熟料:湖南:当月值,产量:窑外分解窑水泥熟料:广东:当月值,产量:窑外分解窑水泥熟料:广西:当月值,产量:窑外分解窑水泥熟料:海南:当月值,产量:窑外分解窑水泥熟料:重庆:当月值,产量:窑外分解窑水泥熟料:四川:当月值,产量:窑外分解窑水泥熟料:贵州:当月值,产量:窑外分解窑水泥熟料:云南:当月值,产量:窑外分解窑水泥熟料:西藏:当月值,产量:窑外分解窑水泥熟料:陕西:当月值,产量:窑外分解窑水泥熟料:甘肃:当月值,产量:窑外分解窑水泥熟料:青海:当月值,产量:窑外分解窑水泥熟料:宁夏:当月值,产量:窑外分解窑水泥熟料:新疆:当月值,产量:商品混凝土:北京:当月值,产量:商品混凝土:天津:当月值,产量:商品混凝土:河北:当月值,产量:商品混凝土:山西:当月值,产量:商品混凝土:内蒙古:当月值,产量:商品混凝土:辽宁:当月值,产量:商品混凝土:吉林:当月值,产量:商品混凝土:黑龙江:当月值,产量:商品混凝土:上海:当月值,产量:商品混凝土:江苏:当月值,产量:商品混凝土:浙江:当月值,产量:商品混凝土:安徽:当月值,产量:商品混凝土:福建:当月值,产量:商品混凝土:江西:当月值,产量:商品混凝土:山东:当月值,产量:商品混凝土:河南:当月值,产量:商品混凝土:湖北:当月值,产量:商品混凝土:湖南:当月值,产量:商品混凝土:广东:当月值,产量:商品混凝土:广西:当月值,产量:商品混凝土:海南:当月值,产量:商品混凝土:重庆:当月值,产量:商品混凝土:四川:当月值,产量:商品混凝土:贵州:当月值,产量:商品混凝土:云南:当月值,产量:商品混凝土:陕西:当月值,产量:商品混凝土:甘肃:当月值,产量:商品混凝土:青海:当月值,产量:商品混凝土:宁夏:当月值,产量:商品混凝土:新疆:当月值,产量:水泥混凝土排水管:北京:当月值,产量:水泥混凝土排水管:天津:当月值,产量:水泥混凝土排水管:河北:当月值,产量:水泥混凝土排水管:山西:当月值,产量:水泥混凝土排水管:内蒙古:当月值,产量:水泥混凝土排水管:辽宁:当月值,产量:水泥混凝土排水管:黑龙江:当月值,产量:水泥混凝土排水管:上海:当月值,产量:水泥混凝土排水管:江苏:当月值,产量:水泥混凝土排水管:浙江:当月值,产量:水泥混凝土排水管:安徽:当月值,产量:水泥混凝土排水管:福建:当月值,产量:水泥混凝土排水管:江西:当月值,产量:水泥混凝土排水管:山东:当月值,产量:水泥混凝土排水管:河南:当月值,产量:水泥混凝土排水管:湖北:当月值,产量:水泥混凝土排水管:湖南:当月值,产量:水泥混凝土排水管:广东:当月值,产量:水泥混凝土排水管:广西:当月值,产量:水泥混凝土排水管:海南:当月值,产量:水泥混凝土排水管:重庆:当月值,产量:水泥混凝土排水管:四川:当月值,产量:水泥混凝土排水管:云南:当月值,产量:水泥混凝土排水管:陕西:当月值,产量:水泥混凝土排水管:宁夏:当月值,产量:水泥混凝土排水管:新疆:当月值,产量:水泥混凝土电杆:天津:当月值,产量:水泥混凝土电杆:河北:当月值,产量:水泥混凝土电杆:山西:当月值,产量:水泥混凝土电杆:内蒙古:当月值,产量:水泥混凝土电杆:辽宁:当月值,产量:水泥混凝土电杆:吉林:当月值,产量:水泥混凝土电杆:黑龙江:当月值,产量:水泥混凝土电杆:江苏:当月值,产量:水泥混凝土电杆:浙江:当月值,产量:水泥混凝土电杆:安徽:当月值,产量:水泥混凝土电杆:福建:当月值,产量:水泥混凝土电杆:江西:当月值,产量:水泥混凝土电杆:山东:当月值,产量:水泥混凝土电杆:河南:当月值,产量:水泥混凝土电杆:湖北:当月值,产量:水泥混凝土电杆:湖南:当月值,产量:水泥混凝土电杆:广东:当月值,产量:水泥混凝土电杆:广西:当月值,产量:水泥混凝土电杆:重庆:当月值,产量:水泥混凝土电杆:四川:当月值,产量:水泥混凝土电杆:贵州:当月值,产量:水泥混凝土电杆:云南:当月值,产量:水泥混凝土电杆:陕西:当月值,产量:水泥混凝土电杆:甘肃:当月值,产量:水泥混凝土电杆:青海:当月值,产量:水泥混凝土电杆:宁夏:当月值,产量:水泥混凝土电杆:新疆:当月值,产量:预应力混凝土桩:天津:当月值,产量:预应力混凝土桩:河北:当月值,产量:预应力混凝土桩:辽宁:当月值,产量:预应力混凝土桩:上海:当月值,产量:预应力混凝土桩:江苏:当月值,产量:预应力混凝土桩:浙江:当月值,产量:预应力混凝土桩:安徽:当月值,产量:预应力混凝土桩:福建:当月值,产量:预应力混凝土桩:江西:当月值,产量:预应力混凝土桩:山东:当月值,产量:预应力混凝土桩:河南:当月值,产量:预应力混凝土桩:湖北:当月值,产量:预应力混凝土桩:湖南:当月值,产量:预应力混凝土桩:广东:当月值,产量:预应力混凝土桩:广西:当月值,产量:预应力混凝土桩:海南:当月值,产量:预应力混凝土桩:重庆:当月值,产量:预应力混凝土桩:四川:当月值,产量:预应力混凝土桩:云南:当月值,秦皇岛港:平仓价:大同优混(Q5800K),秦皇岛港:平仓价:山西大混(Q5000K),秦皇岛港:平仓价:普通混煤(Q4500K),出口数量:水泥,进口数量:水泥:当月值,进口数量:水泥熟料(25231000):当月值,进口数量:白水泥(25232100):当月值,进口数量:其他硅酸盐水泥(25232900):当月值,进口数量:矾土水泥(25233000):当月值,进口数量:其他水凝水泥(25239000):当月值
2010/3/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,580,520,,,,,,,
2010/3/31,,6594.45,33585.3,32918,16.5,61.7,49.35,872.1,162.47,268.78,226.57,278.53,204.6,42.48,1205.3,706.76,567.68,443.73,461.04,1286.24,1023.56,750.99,618.3,834.04,566.57,97.58,307.62,1119.99,268.91,424.04,0.24,359.25,159.65,49.43,67.28,114.03,625736.96,173585,4553998.16,1199966.81,1910966.66,2352280.29,2681500.71,1151078.44,40991,5143577,3614368.64,8668426.66,3054849.76,3191471.13,6286662.8,4957993.8,4752121.5,3933471.5,6084162.56,4806449.47,662344,2106469.45,6229431.03,2046837.32,3101357.62,1927,2761004.4,1199287.34,317435.82,932734.75,1349160.73,619849.96,173585,3800580.53,644480.1,1121286,815713.69,2368987,511053,40991,4753363,3230422.91,5456238,1815796.13,2260626.25,3090321.58,2368642,3164681.79,3061937.08,3637619,2486917.5,589117,1127168,1281054.55,367139,1397462.16,,1950471,766893,217487,552006.75,905913.6,1613529.36,1001469.69,308505.44,265550.26,93938.6,685428.82,35702,54261.62,1758159.1,4751290.21,3924746.32,2277385.07,716866.7,652225.85,3024874.03,1447469.4,677218.1,685282.9,2075453.21,1589578.12,272412,1348665.71,2166963.45,168120.63,380676.6,1085036.74,138517.2,21735,93591.5,147933.2,23.48,16.62,177.43,1.08,26.9,3300.9,0,2.85,77.17,91.52,2358.49,17.63,167.15,2664.04,2001.6,739.18,73.48,353.5,16,5.42,10.8,269,12.74,18.37,16.68,12.13,2415,16888,740,44446,23836,1897,3812,174187,71731.5,9518,27491,13112.4,38517,10493,17011,33654,38343,47326,23343,82081,13541,11062,8194,4104,2244,6520,21335,1550315,149879.39,385304,1418040.56,2605584,5151326,761482,2572831,52920,1003695,1321140.1,1392874,2305,3814241.29,2000,109390,0,71480,318272,,,,,,,,,,
2010/4/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,580,520,,,,,,,
2010/4/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,580,520,,,,,,,
2010/4/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,590,530,,,,,,,
2010/4/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,605,545,,,,,,,
2010/4/30,,9932.05,,,,113.01,71.88,1031.52,272.29,386.2,413.23,350.77,311.13,61.2,1506.72,1056.52,703.43,446.41,453.57,1441.91,1109.93,821.44,617.41,915.51,549.14,123.1,348.54,1119.78,279.41,464.03,19.16,504.13,229.87,71.98,127.75,193.75,637530.32,175230,3897780.2,1652612.51,2189770.78,3000222,2923284.6,1111211.3,40517,6403687,5960658.07,8505759.72,3310196.81,3484166.23,6775719.68,5530683.2,4754014.4,4228499.26,6626752.23,4400027.07,878054,2567399.69,9269056.78,2091765.93,3561032.05,120146.45,3236087.49,1281101.78,366079.4,769922.62,1265058.04,628982.32,175230,3169572,945991.47,1116367,1495274,2559986,527229,40517,5750588,5314250.92,5407700,1986043.4,2503672.8,3628681.18,2748472,3253488.69,3280989.8,4033802,2355935,778965,1494428.6,1693963.23,403018.59,1561800.61,74422.93,2243252,808387.88,259785,510345.25,804819.97,3208591.81,1198618.9,468864.81,490170.7,232912,1190027.7,183508.84,324656.19,3145021.25,7798166.08,6140443.76,2714748.9,1034981.34,707986.37,3243321.36,1448450.4,767693.4,846067.5,2525403.3,1609701.9,308564.8,1650513.7,2313131.3,195495.23,502471.3,1310773.66,233620.88,76315,177613.09,722204.5,33.81,26.51,193.62,1.95,31.27,6206.29,3.96,2.4,124.11,132.28,114.86,23.51,246.31,1883.01,1339.9,766.98,93.87,340.5,25.25,4.91,11.25,285.3,16.3,22.45,38.43,13.55,4504,17051,4132,40744,52972.46,2435,3897,64191,64528,12118,21950,11181,38169,15068,23695,34328,49190,42195,34437,59218,28579,18922,10333,3697,3626,3181,22192,964399,271547.51,490822,1176616.72,3068332,5759977,1217875,2949331,37835,667906,1451457.2,945916,2992,5388377.02,211178,125060,0,63160,299447,,,,,,,,,,
2010/5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,625,555,,,,,,,
2010/5/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,645,575,,,,,,,
2010/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,660,585,,,,,,,
2010/5/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,660,585,,,,,,,
2010/5/31,,13917.41,,,,119.64,77.46,1165.72,327.11,524.69,521.78,406.02,361.26,59.87,1404.77,1066.12,767.34,485.18,487.75,1519.19,1130.96,850.26,678.84,926.33,675.67,136.65,357.73,1167.17,272.11,506.18,28.85,550.64,260.14,90.04,147.76,284.35,673031.88,192460,4058716.75,2010911.19,2704546.14,3266059.31,3077603.57,1076347.32,42748,5288132.51,5768631.45,8902278.22,3909663.78,3876947.55,7471264.14,5284102.1,4869301.97,4595256.45,6930736.1,4914454.21,918454,2583884.79,7534749.83,2126710.84,3547221.06,244750.4,3506431.71,1726481.54,427927.87,832707.64,1369209.35,665721.88,192460,3137910,1290066.18,1952427,1707893.36,2703145,405446,42748,4926319.51,5224251.35,5633374,2419476.93,2839425.62,3474689.9,2444328,3380366.73,3557864.6,4299083,2442824,816376,1517843.64,1816493.01,451480,1495111.26,192442.01,2315764,880738.02,310573,574083.63,798581.38,3485968.7,1199708.21,730011.27,488968.07,579455.1,1210459.25,153361.2,167179.4,2512244.74,8937467.32,6899962.75,3226635.67,952131.77,705664.84,3823845.23,1646734.2,920949.45,850380,2741702.88,1745480.7,358344.9,1779613.39,2865137.64,213399.42,592487.4,1492909.26,329741,162332,206983.21,1242307.9,33.99,33.71,221.48,1.58,35.39,8948.2,17.84,4.62,151.81,129.42,126.23,22.57,269.07,2440.5,1234,776.79,189.98,350.5,16.35,30.82,14.28,208.8,20.2,33.23,34.72,10.29,5013,14843,1487,30825,36551.23,6599,5315,61812,74390.5,12964,24619,26310.7,50523.7,30720,31863,35394,53964,41896,40903,110353,23108,13887,8196,4881,2098,3356,21204,1139108,350969.11,413857,1235118.76,2943861,6006662,1355798,2359548,32225,597993,1413063,804238,4121,4420872.54,307630,105720,0,44555,280643,790,660,585,,,,,,,
2010/6/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,655,580,,,,,,,
2010/6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,655,580,,,,,,,
2010/6/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,655,580,,,,,,,
2010/6/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,655,580,,,,,,,
2010/6/30,,19747.12,84846.9,83125.4,25.8,103.43,82.27,1277.84,350.88,625.55,642.82,502.18,413.01,54.59,1396.64,1007.56,682.46,459.59,498.12,1436.66,1044.92,870.25,706.24,901.76,647.83,131.21,376.12,1218.27,227.83,442.62,31.98,518.94,252.98,92,154.96,296.7,720603.07,218459,3849367.17,2205976.96,2585745.58,3750913.98,2982595.7,1511777.11,39465,4898221.11,5619922.9,8545276.48,3517621.05,3728022.4,7705534.32,5407548.1,4885435.17,4477363.92,7272300.02,5066654.92,803684,2682097.31,7308648.46,1819093.74,3331363,236419.42,3280228.6,1741783.62,483972.1,749288.9,1545738.36,712032.07,218459,2844890,1234113.25,1555089,1808900.64,2557603,626819,39465,4497506.11,4995028.44,5374005.7,2005424.38,2778847.87,3784225.21,2780113,3172057.17,3607744.27,4686096,2676715,705098,1689873.48,1757866.08,271323,1482434,186013.23,2001533.6,976756.12,353044,505025.88,1097392.62,3231783.22,1359203.57,799584.6,549425.23,730961.02,1543854.5,204092.31,292002.28,2507871.32,8783903.9,6848979.77,3296778.9,905546.39,986183.73,4353827.09,1577398.4,1327523.2,1411710,2816039.48,2313833.8,341826.9,1935246.61,3110448.55,185887.23,580561.3,1478777.63,339729.08,77570,288030,1491638.92,30.7,38.63,253.36,1.74,34.26,9447.48,22.01,2.56,77.17,162.32,129.03,21.92,250.72,2223.43,1369.9,1054.31,234.17,348,25.47,3.49,16.06,239.7,17.47,41.61,30.12,19.09,5415,18095,1988,26099,32458.18,11110,4280,65738,84292.5,13174,37434,15499.47,63167,48043,28543,23576,56871,44360,50266,121158,25932,16653,6869,12880,2437,1590,27029,722820,336190.2,372249,1056563.4,2811246,6176209,1221276,2272391,53556,474141,1174732,768182,4388,4040201.2,435279,109672,0,35858,272828,,,,,,,,,,
2010/7/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,655,580,,,,,,,
2010/7/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,655,580,,,,,,,
2010/7/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,655,580,,,,,,,
2010/7/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,645,570,,,,,,,
2010/7/31,,23864.77,,,,97.17,63.23,1368.95,335.33,627.78,626.86,428.11,382.66,44.25,1431.28,856.33,684.84,487.48,540.83,1204.38,1022.82,688.73,691.45,892.77,641.72,132.44,355.08,989.81,221.42,422.48,28.19,463.53,229.42,90.16,158.6,284.22,681196.82,183607,4185712.05,1936510.08,2745625.31,3109746.79,2971964.4,1212748.85,52546,4173026,3597590.47,8497590.93,3470420.11,3773665.32,5490666.83,5056982,3540681.06,4222176.92,6828076.79,4971715.4,878514,2795491.15,6289220.63,1726033.75,3065151.1,287348.19,3101616.9,1632544.05,429121.71,787468.71,1387974.42,675100.82,183607,3291347,999684.6,1487648,1451328,2501635,551580,52546,3850097,3232940.23,5431291,2117096.97,2868142.65,3226045.1,2543464,2226135.56,3315762.95,4234850,2460599,760549,1580464,1323395.04,266714,1272413.81,237856.14,2233149.4,988097.68,290300,593190.86,886053.42,3454750.81,1288230.69,748738.06,554742.26,799401.18,1277816,147145.08,301724.46,2293477.07,7647840.21,6374571.48,2937447.82,930494.33,721085.88,4256630.73,1557082.8,1115195.9,971843.6,3191702.82,2030433.95,384149.7,1950721.36,2573805.1,206781.63,565861,1337550.55,365985.77,124474,242530,1492816.47,32.72,27.13,252.2,1.85,32.45,8157.05,18.84,3.8,40.79,123.85,151.89,31.13,237.93,3325.83,1571.1,1190.97,204.32,339.2,12.29,3.09,15.41,238.35,13.99,50.87,29.48,13.14,5006,19424,1767,22747,23120,7023,4103,47881,73636,11599,38153,12922.89,59221.3,92937.1,25677,14242,49900,33246,37019,114876,23345,13731,6988,5448,1340,3037,15095,635105,345736.5,336929,1160486.86,2537828,5853305,1077556,3007961,57639,375643,1135890,939236,275,5130559.27,229721,79295,0,42577,203410,,,,,,,,,,
2010/8/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,640,565,,,,,,,
2010/8/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,630,555,,,,,,,
2010/8/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,630,555,,,,,,,
2010/8/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,625,550,,,,,,,
2010/8/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,620,545,,,,,,,
